symboling,normalized_losses,make,fuel_type,aspiration,num_of_doors,body_style,drive_wheels,engine_location,wheel_base,length,width,height,curb_weight,engine_type,num_of_cylinders,engine_size,fuel_system,bore,stroke,compression_ratio,horsepower,peak_rpm,city_mpg,highway_mpg,price,city-L/100km,highway-L/100km,length_scaled,width_scaled,height_scaled,horsepower_binned,fuel_type_diesel,fuel_type_gas,aspiration_std,aspiration_turbo
3,256,volkswagen,gas,std,two,hatchback,fwd,front,94.5,165.7,64.0,51.4,2221.0,ohc,four,109.0,mpfi,3.19,3.4,8.5,90,5500.0,24.0,29.0,9980.0,9.791666666666666,8.10344827586207,0.7962518020182604,0.8888888888888888,0.8595317725752508,Low,0,1,1,0
0,122,volkswagen,gas,std,four,sedan,fwd,front,100.4,180.2,66.9,55.1,2661.0,ohc,five,136.0,mpfi,3.19,3.4,8.5,110,5500.0,19.0,24.0,13295.0,12.368421052631579,9.791666666666666,0.865929841422393,0.9291666666666667,0.9214046822742475,Low,0,1,1,0
0,122,volkswagen,diesel,turbo,four,sedan,fwd,front,100.4,180.2,66.9,55.1,2579.0,ohc,four,97.0,idi,3.01,3.4,23.0,68,4500.0,33.0,38.0,13845.0,7.121212121212121,6.184210526315789,0.865929841422393,0.9291666666666667,0.9214046822742475,Low,1,0,0,1
0,122,volkswagen,gas,std,four,wagon,fwd,front,100.4,183.1,66.9,55.1,2563.0,ohc,four,109.0,mpfi,3.19,3.4,9.0,88,5500.0,25.0,31.0,12290.0,9.4,7.580645161290323,0.8798654493032196,0.9291666666666667,0.9214046822742475,Low,0,1,1,0
-2,103,volvo,gas,std,four,sedan,rwd,front,104.3,188.8,67.2,56.2,2912.0,ohc,four,141.0,mpfi,3.78,3.15,9.5,114,5400.0,23.0,28.0,12940.0,10.217391304347826,8.392857142857142,0.9072561268620856,0.9333333333333333,0.939799331103679,Low,0,1,1,0
-1,74,volvo,gas,std,four,wagon,rwd,front,104.3,188.8,67.2,57.5,3034.0,ohc,four,141.0,mpfi,3.78,3.15,9.5,114,5400.0,23.0,28.0,13415.0,10.217391304347826,8.392857142857142,0.9072561268620856,0.9333333333333333,0.9615384615384616,Low,0,1,1,0
-2,103,volvo,gas,std,four,sedan,rwd,front,104.3,188.8,67.2,56.2,2935.0,ohc,four,141.0,mpfi,3.78,3.15,9.5,114,5400.0,24.0,28.0,15985.0,9.791666666666666,8.392857142857142,0.9072561268620856,0.9333333333333333,0.939799331103679,Low,0,1,1,0
-1,74,volvo,gas,std,four,wagon,rwd,front,104.3,188.8,67.2,57.5,3042.0,ohc,four,141.0,mpfi,3.78,3.15,9.5,114,5400.0,24.0,28.0,16515.0,9.791666666666666,8.392857142857142,0.9072561268620856,0.9333333333333333,0.9615384615384616,Low,0,1,1,0
-2,103,volvo,gas,turbo,four,sedan,rwd,front,104.3,188.8,67.2,56.2,3045.0,ohc,four,130.0,mpfi,3.62,3.15,7.5,162,5100.0,17.0,22.0,18420.0,13.823529411764707,10.681818181818182,0.9072561268620856,0.9333333333333333,0.939799331103679,Medium,0,1,0,1
-1,74,volvo,gas,turbo,four,wagon,rwd,front,104.3,188.8,67.2,57.5,3157.0,ohc,four,130.0,mpfi,3.62,3.15,7.5,162,5100.0,17.0,22.0,18950.0,13.823529411764707,10.681818181818182,0.9072561268620856,0.9333333333333333,0.9615384615384616,Medium,0,1,0,1
-1,95,volvo,gas,std,four,sedan,rwd,front,109.1,188.8,68.9,55.5,2952.0,ohc,four,141.0,mpfi,3.78,3.15,9.5,114,5400.0,23.0,28.0,16845.0,10.217391304347826,8.392857142857142,0.9072561268620856,0.9569444444444445,0.9280936454849499,Low,0,1,1,0
-1,95,volvo,gas,turbo,four,sedan,rwd,front,109.1,188.8,68.8,55.5,3049.0,ohc,four,141.0,mpfi,3.78,3.15,8.7,160,5300.0,19.0,25.0,19045.0,12.368421052631579,9.4,0.9072561268620856,0.9555555555555555,0.9280936454849499,Medium,0,1,0,1
-1,95,volvo,gas,std,four,sedan,rwd,front,109.1,188.8,68.9,55.5,3012.0,ohcv,six,173.0,mpfi,3.58,2.87,8.8,134,5500.0,18.0,23.0,21485.0,13.055555555555555,10.217391304347826,0.9072561268620856,0.9569444444444445,0.9280936454849499,Medium,0,1,1,0
-1,95,volvo,diesel,turbo,four,sedan,rwd,front,109.1,188.8,68.9,55.5,3217.0,ohc,six,145.0,idi,3.01,3.4,23.0,106,4800.0,26.0,27.0,22470.0,9.038461538461538,8.703703703703704,0.9072561268620856,0.9569444444444445,0.9280936454849499,Low,1,0,0,1
-1,95,volvo,gas,turbo,four,sedan,rwd,front,109.1,188.8,68.9,55.5,3062.0,ohc,four,141.0,mpfi,3.78,3.15,9.5,114,5400.0,19.0,25.0,22625.0,12.368421052631579,9.4,0.9072561268620856,0.9569444444444445,0.9280936454849499,Low,0,1,0,1
